url,reference,text_content
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46122,1002144,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002144
                Local Planning Authority:
                    Colchester
                Site Type:
                    Religious ritual and funerary > Church
                 Building Name:
                    Ruins of Church of St Mary
                County:
                    Essex
                District / Borough:
                    Colchester
                Parish:
                    Birch
                Parliamentary Constituency:
                    Witham
                Region:
                    East of England
                 Assessment Type:
                    Building or structure
                Condition:
                    Very bad
                Occupancy / Use:
                    Not applicable
                Priority:
                    C - Slow decay; no solution agreed
                Previous Priority:
                    C
                Ownership:
                    Private
                Designation:
                    Scheduled Monument and Listed Building grade II*
                List Entry Number(s):
                    1002144 and 1110898
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26395,1002146,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002146
                Local Planning Authority:
                    Tendring
                Site Type:
                    Domestic > Settlement
                 County:
                    Essex
                District / Borough:
                    Tendring
                Parish:
                    Ardleigh
                Parliamentary Constituency:
                    Harwich and North Essex
                Region:
                    East of England
                 Assessment Type:
                    Archaeology
                Condition:
                    Generally unsatisfactory with major localised problems
                Principal Vunerability:
                    Arable ploughing
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/29848,1002161,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002161
                Local Planning Authority:
                    Uttlesford
                Site Type:
                    Domestic > Fortified house
                 County:
                    Essex
                District / Borough:
                    Uttlesford
                Parish:
                    Takeley
                Parliamentary Constituency:
                    North West Essex
                Region:
                    East of England
                 Assessment Type:
                    Archaeology
                Condition:
                    Extensive significant problems
                Principal Vunerability:
                    Arable ploughing
                Trend:
                    Declining
                Ownership:
                    Commercial company
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49527,1002193,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002193
                Local Planning Authority:
                    Tendring
                Site Type:
                    Civil > Public building
                 Building Name:
                    St Osyth's Priory
                County:
                    Essex
                District / Borough:
                    Tendring
                Parish:
                    St. Osyth
                Parliamentary Constituency:
                    Clacton
                Region:
                    East of England
                 Assessment Type:
                    Building or structure
                Condition:
                    Poor
                Occupancy / Use:
                    Part occupied/part in use
                Priority:
                    F - Repair scheme in progress and (where applicable) end use or user identified; or functionally redundant buildings with new use agreed but not yet implemented.
                Previous Priority:
                    F
                Ownership:
                    Private
                Designation:
                    Scheduled Monument and Listed Buildings - 3 grade I; 3 grade II*; 6 grade II, 6 LBs, part in RPG grade II, CA
                List Entry Number(s):
                    1002193 and 1337158; 1337159; 1111495; 1308972; 1337160; 1166310; 1111468; 1111496; 1111460; 1111462; 1111466; 1111467
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/29734,1002217,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002217
                Local Planning Authority:
                    Colchester
                Site Type:
                    Defence > Castle
                 County:
                    Essex
                District / Borough:
                    Colchester
                Parliamentary Constituency:
                    Colchester
                Region:
                    East of England
                 Assessment Type:
                    Archaeology
                Condition:
                    Generally satisfactory but with significant localised problems
                Principal Vunerability:
                    Visitor erosion - limited/localised
                Trend:
                    Declining
                Ownership:
                    Local authority
                Designation:
                    Scheduled Monument, 8 LBs, part in RPG grade II, CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49358,1002242,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002242
                Local Planning Authority:
                    Lewes
                Site Type:
                    Defence > Coastal defence site
                 Building Name:
                    Newhaven Fort; Caponier
                Street Name:
                    Fort Road
                County:
                    East Sussex
                District / Borough:
                    Lewes
                Parish:
                    Newhaven
                Parliamentary Constituency:
                    Lewes
                Region:
                    London and South East
                 Assessment Type:
                    Building or structure
                Condition:
                    Poor
                Occupancy / Use:
                    Vacant/not in use
                Priority:
                    C - Slow decay; no solution agreed
                Previous Priority:
                    C
                Ownership:
                    Local authority
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/29039,1002250,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002250
                Local Planning Authority:
                    Rother
                Site Type:
                    Industrial > Metal industry site
                 County:
                    East Sussex
                District / Borough:
                    Rother
                Parish:
                    Battle
                Parliamentary Constituency:
                    Bexhill and Battle
                Region:
                    London and South East
                 Assessment Type:
                    Archaeology
                Condition:
                    Extensive significant problems
                Principal Vunerability:
                    Deterioration - in need of management
                Trend:
                    Declining
                Ownership:
                    Private
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/28932,1002254,"Heritage Category:
                    Scheduled Monument
                List Entry Number:
                    1002254
                Local Planning Authority:
                    South Downs (NP)
                Site Type:
                    Religious ritual and funerary > Barrow
                 County:
                    East Sussex
                District / Borough:
                    Lewes
                Parish:
                    Ditchling
                National Park:
                    South Downs (NP)
                Parliamentary Constituency:
                    Lewes
                Region:
                    London and South East
                 Assessment Type:
                    Archaeology
                Condition:
                    Extensive significant problems
                Principal Vunerability:
                    Arable ploughing
                Trend:
                    Declining
                Ownership:
                    Private
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26104,1000124,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000124
                Local Planning Authority:
                    Cheshire East (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    Cheshire East (UA)
                Parish:
                    Crewe Green / Weston
                Parliamentary Constituency:
                    Crewe and Nantwich
                Region:
                    North West
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 8 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26148,1000129,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000129
                Local Planning Authority:
                    South Gloucestershire (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    South Gloucestershire (UA) / Bristol, City of (UA)
                Parish:
                    Stoke Gifford
                Parliamentary Constituency:
                    Bristol North East / Filton and Bradley Stoke
                Region:
                    South West
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Improving
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 10 LBs, SM, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26152,1000137,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000137
                Local Planning Authority:
                    East Riding of Yorkshire (UA)
                Site Type:
                    Gardens parks and urban spaces > Garden
                 Unitary Authority:
                    East Riding of Yorkshire (UA)
                Parish:
                    Cottingham
                Parliamentary Constituency:
                    Kingston upon Hull North and Cottingham
                Region:
                    North East and Yorkshire
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Private
                Designation:
                    Registered Park and Garden grade II, CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24684,1000155,"Heritage Category:
                    Registered Park and Garden grade I
                List Entry Number:
                    1000155
                Local Planning Authority:
                    Mid Suffolk
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Suffolk
                District / Borough:
                    Mid Suffolk
                Parish:
                    Hemingstone / Barham / Coddenham
                Parliamentary Constituency:
                    Central Suffolk and North Ipswich
                Region:
                    East of England
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Private, multiple owners
                Designation:
                    Registered Park and Garden grade I, 29 LBs, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24706,1000165,"Heritage Category:
                    Registered Park and Garden grade I
                List Entry Number:
                    1000165
                Local Planning Authority:
                    Hart
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Hampshire
                District / Borough:
                    Hart
                Parish:
                    Mattingley / Bramshill / Eversley
                Parliamentary Constituency:
                    North East Hampshire
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade I, 8 LBs, part in SM, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24710,1000194,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000194
                Local Planning Authority:
                    Redbridge
                Site Type:
                    Gardens parks and urban spaces > Park
                 County:
                    Greater London
                District / Borough:
                    Redbridge / Waltham Forest
                Parliamentary Constituency:
                    Leyton and Wanstead
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Stable
                Ownership:
                    Local authority, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 7 LBs, 2 CAs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/25151,1000205,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000205
                Local Planning Authority:
                    Brighton and Hove, City of (UA)
                Site Type:
                    Gardens parks and urban spaces > Garden
                 Unitary Authority:
                    Brighton and Hove, City of (UA)
                Parliamentary Constituency:
                    Brighton Pavilion
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Stable
                Ownership:
                    Local authority, multiple owners
                Designation:
                    Registered Park and Garden grade II, 3 LBs, CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26117,1000215,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000215
                Local Planning Authority:
                    Test Valley
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Hampshire
                District / Borough:
                    Test Valley
                Parish:
                    Wellow
                Parliamentary Constituency:
                    Romsey and Southampton North
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 8 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24696,1000249,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000249
                Local Planning Authority:
                    Hart
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Hampshire
                District / Borough:
                    Hart
                Parish:
                    Eversley
                Parliamentary Constituency:
                    North East Hampshire
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, LB grade I
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26109,1000257,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000257
                Local Planning Authority:
                    Tunbridge Wells
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Kent / East Sussex
                District / Borough:
                    Tunbridge Wells / Wealden
                Parish:
                    Frant / Lamberhurst
                Parliamentary Constituency:
                    Tunbridge Wells / Sussex Weald
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 8 LBs, SM
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26114,1000305,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000305
                Local Planning Authority:
                    Wealden
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    East Sussex
                District / Borough:
                    Wealden
                Parish:
                    Forest Row
                Parliamentary Constituency:
                    East Grinstead and Uckfield
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 2 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24704,1000319,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000319
                Local Planning Authority:
                    Buckinghamshire (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    Buckinghamshire (UA)
                Parish:
                    Mentmore / Cheddington
                Parliamentary Constituency:
                    Aylesbury / Harpenden and Berkhamsted
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 10 LBs, 2 CAs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26124,1000333,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000333
                Local Planning Authority:
                    West Berkshire (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Hampshire
                Unitary Authority:
                    West Berkshire (UA)
                District / Borough:
                    Basingstoke and Deane
                Parish:
                    Greenham / Newtown
                Parliamentary Constituency:
                    Newbury / North West Hampshire
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 2 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24592,1000338,"Heritage Category:
                    Registered Park and Garden grade I
                List Entry Number:
                    1000338
                Local Planning Authority:
                    East Devon
                Site Type:
                    Gardens parks and urban spaces > Garden
                 County:
                    Devon
                District / Borough:
                    East Devon
                Parish:
                    Colaton Raleigh / East Budleigh / Bicton
                Parliamentary Constituency:
                    Exmouth and Exeter East
                Region:
                    South West
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    High
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade I, 18 LBs, SM
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26139,1000342,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000342
                Local Planning Authority:
                    Runnymede
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Locality:
                    Addlestone
                County:
                    Surrey
                District / Borough:
                    Runnymede
                Parliamentary Constituency:
                    Runnymede and Weybridge
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 5 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24707,1000365,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000365
                Local Planning Authority:
                    Sevenoaks
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Kent
                District / Borough:
                    Sevenoaks
                Parish:
                    Brasted / Sundridge with Ide Hill
                Parliamentary Constituency:
                    Sevenoaks
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 17 LBs, 2 CAs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24719,1000367,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000367
                Local Planning Authority:
                    Bassetlaw
                Site Type:
                    Gardens parks and urban spaces > Garden
                 County:
                    Nottinghamshire
                District / Borough:
                    Bassetlaw
                Parish:
                    Shireoaks
                Parliamentary Constituency:
                    Bassetlaw / Rother Valley
                Region:
                    Midlands
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Private, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 4 LBs, part in SM, 2 CAs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24715,1000373,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000373
                Local Planning Authority:
                    Bromley
                Site Type:
                    Gardens parks and urban spaces > Park
                 County:
                    Greater London
                District / Borough:
                    Bromley
                Parliamentary Constituency:
                    Beckenham and Penge
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 11 LBs, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24701,1000377,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000377
                Local Planning Authority:
                    Warwick
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Warwickshire
                District / Borough:
                    Warwick
                Parish:
                    Ashow / Stoneleigh
                Parliamentary Constituency:
                    Kenilworth and Southam
                Region:
                    Midlands
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    High
                Trend:
                    Improving
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 30 LBs, 2 SMs, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26093,1000379,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000379
                Local Planning Authority:
                    Charnwood
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Locality:
                    Garendon
                County:
                    Leicestershire
                District / Borough:
                    Charnwood
                Parliamentary Constituency:
                    Loughborough
                Region:
                    Midlands
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Private
                Designation:
                    Registered Park and Garden grade II, 13 LBs, SM
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24708,1000390,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000390
                Local Planning Authority:
                    South Oxfordshire
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Oxfordshire
                Unitary Authority:
                    Wokingham (UA) / Buckinghamshire (UA)
                District / Borough:
                    South Oxfordshire
                Parish:
                    Henley-on-Thames / Remenham / Bix and Assendon / Fawley
                Parliamentary Constituency:
                    Wycombe / Henley and Thame
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Private, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 18 LBs, 2 CAs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24941,1000394,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000394
                Local Planning Authority:
                    South Gloucestershire (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    South Gloucestershire (UA)
                Parish:
                    Falfield / Tortworth / Cromhall
                Parliamentary Constituency:
                    Thornbury and Yate
                Region:
                    South West
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 7 LBs, part in SM
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24705,1000395,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000395
                Local Planning Authority:
                    Enfield
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Greater London
                District / Borough:
                    Enfield
                Parliamentary Constituency:
                    Edmonton and Winchmore Hill / Southgate and Wood Green
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 5 LBs, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26153,1000402,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000402
                Local Planning Authority:
                    North Yorkshire Council (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    North Yorkshire Council (UA)
                Parish:
                    Allerton Mauleverer with Hopperton / Flaxby
                Parliamentary Constituency:
                    Harrogate and Knaresborough
                Region:
                    North East and Yorkshire
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with minor localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Improving
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 19 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24713,1000404,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000404
                Local Planning Authority:
                    South Derbyshire
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Derbyshire
                District / Borough:
                    South Derbyshire
                Parish:
                    Elvaston
                Parliamentary Constituency:
                    South Derbyshire
                Region:
                    Midlands
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 19 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26154,1000413,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000413
                Local Planning Authority:
                    Leeds
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    West Yorkshire
                District / Borough:
                    Leeds
                Parliamentary Constituency:
                    Wakefield and Rothwell
                Region:
                    North East and Yorkshire
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 2 LBs, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24703,1000414,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000414
                Local Planning Authority:
                    Wokingham (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    Wokingham (UA)
                Parish:
                    Barkham / Winnersh / Arborfield and Newland
                Parliamentary Constituency:
                    Wokingham
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 5 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26133,1000420,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000420
                Local Planning Authority:
                    Somerset Council (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    Somerset Council (UA)
                Parish:
                    Shepton Montague / Bruton
                Parliamentary Constituency:
                    Glastonbury and Somerton
                Region:
                    South West
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Stable
                Ownership:
                    Private, multiple owners
                Designation:
                    Registered Park and Garden grade II, 10 LBs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/24699,1000472,"Heritage Category:
                    Registered Park and Garden grade II*
                List Entry Number:
                    1000472
                Local Planning Authority:
                    Wiltshire (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Locality:
                    Burbage and Savernake
                Unitary Authority:
                    Wiltshire (UA)
                Parish:
                    Burbage / Great Bedwyn / Little Bedwyn / Marlborough / Mildenhall / Savernake
                Parliamentary Constituency:
                    East Wiltshire
                Region:
                    South West
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Improving
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II*, 20 LBs, 7 SMs
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26118,1000484,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000484
                Local Planning Authority:
                    Enfield
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 County:
                    Greater London
                District / Borough:
                    Enfield
                Parliamentary Constituency:
                    Southgate and Wood Green
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Improving
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 19 LBs, SM, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/25282,1000517,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000517
                Local Planning Authority:
                    Enfield
                Site Type:
                    Gardens parks and urban spaces > Park
                 County:
                    Greater London
                District / Borough:
                    Enfield
                Parliamentary Constituency:
                    Southgate and Wood Green
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally satisfactory but with significant localised problems 
                Vulnerability:
                    Medium
                Trend:
                    Declining
                Ownership:
                    Local authority
                Designation:
                    Registered Park and Garden grade II, 4 LBs, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26123,1000530,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000530
                Local Planning Authority:
                    West Berkshire (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    West Berkshire (UA)
                Parish:
                    Aldermaston
                Parliamentary Constituency:
                    Reading West and Mid Berkshire
                Region:
                    London and South East
                 Assessment Type:
                    Park and garden
                Condition:
                    Generally unsatisfactory with major localised problems 
                Vulnerability:
                    High
                Trend:
                    Declining
                Ownership:
                    Mixed, multiple owners
                Designation:
                    Registered Park and Garden grade II, 12 LBs, part in CA
                "
https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/26147,1000544,"Heritage Category:
                    Registered Park and Garden grade II
                List Entry Number:
                    1000544
                Local Planning Authority:
                    Cornwall (UA)
                Site Type:
                    Gardens parks and urban spaces > Landscape park
                 Unitary Authority:
                    Cornwall (UA)
                Parish:
                    Mylor
                Parliamentary Constituency:
                    Truro and Falmouth
                Region:
                    South West
                 Assessment Type:
                    Park and garden
                Condition:
                    Extensive significant problems 
                Vulnerability:
                    High
                Trend:
                    Stable
                Ownership:
                    Private, multiple owners
                Designation:
                    Registered Park and Garden grade II, 5 LBs, WHS
                "
